taxonKey,acceptedTaxonKey,scientificName,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,introduction pathway 1,introduction pathway 2,introduction pathway 3,introduction pathway 4,introduction pathway 5,introduction pathway 6,introduction pathway 7,date first observation,date last observation,source,occurrence remarks,native range,terrestrial,marine,freshwater,date added,added by,verified by
2677277,2677277,Mielichhoferia mielichhoferiana (Funck) Loeske,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mielichhoferia,species,,Wallonia,BE,,native,native,,,,,,,,1964-09-20,2013-10-30,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2677444,2677444,Leptobryum pyriforme (Hedw.) Wilson,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Leptobryum,species,,Belgium,BE,,native,native,,,,,,,,1869-05-31,2025-08-07 16:16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2677444,2677444,Leptobryum pyriforme (Hedw.) Wilson,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Leptobryum,species,,Flanders,BE,,native,native,,,,,,,,1869-05-31,2025-08-07 16:16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2677444,2677444,Leptobryum pyriforme (Hedw.) Wilson,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Leptobryum,species,,Wallonia,BE,,native,native,,,,,,,,1869-05-31,2025-08-07 16:16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2677613,2677613,Pseudobryum cinclidioides (Huebener) T.J.Kop.,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pseudobryum,species,,Belgium,BE,,native,native,,,,,,,,1905-02-12,2022-02-25,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2677613,2677613,Pseudobryum cinclidioides (Huebener) T.J.Kop.,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pseudobryum,species,,Flanders,BE,,native,native,,,,,,,,1905-02-12,2022-02-25,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2677613,2677613,Pseudobryum cinclidioides (Huebener) T.J.Kop.,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pseudobryum,species,,Wallonia,BE,,native,native,,,,,,,,1905-02-12,2022-02-25,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678391,2678391,Antitrichia curtipendula (Hedw.) Brid.,Plantae,Bryophyta,Bryopsida,Hypnales,Antitrichiaceae,Antitrichia,species,,Belgium,BE,,native,native,,,,,,,,1866-11-01,2024-11-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678391,2678391,Antitrichia curtipendula (Hedw.) Brid.,Plantae,Bryophyta,Bryopsida,Hypnales,Antitrichiaceae,Antitrichia,species,,Flanders,BE,,native,native,,,,,,,,1866-11-01,2024-11-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678391,2678391,Antitrichia curtipendula (Hedw.) Brid.,Plantae,Bryophyta,Bryopsida,Hypnales,Antitrichiaceae,Antitrichia,species,,Wallonia,BE,,native,native,,,,,,,,1866-11-01,2024-11-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678415,2678415,Climacium dendroides (Hedw.) F.Weber & D.Mohr,Plantae,Bryophyta,Bryopsida,Hypnales,Climaciaceae,Climacium,species,,Belgium,BE,,native,native,,,,,,,,1867-09-01,2025-10-25 9:34:10,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678415,2678415,Climacium dendroides (Hedw.) F.Weber & D.Mohr,Plantae,Bryophyta,Bryopsida,Hypnales,Climaciaceae,Climacium,species,,Flanders,BE,,native,native,,,,,,,,1867-09-01,2025-10-25 9:34:10,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678415,2678415,Climacium dendroides (Hedw.) F.Weber & D.Mohr,Plantae,Bryophyta,Bryopsida,Hypnales,Climaciaceae,Climacium,species,,Wallonia,BE,,native,native,,,,,,,,1867-09-01,2025-10-25 9:34:10,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678415,2678415,Climacium dendroides (Hedw.) F.Weber & D.Mohr,Plantae,Bryophyta,Bryopsida,Hypnales,Climaciaceae,Climacium,species,,Brussels,BE,,native,native,,,,,,,,1867-09-01,2025-10-25 9:34:10,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678567,2678567,Neckera pumila Hedw.,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Neckera,species,,Belgium,BE,,native,native,,,,,,,,1872-12-31,2023-07-04,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
2678567,2678567,Neckera pumila Hedw.,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Neckera,species,,Wallonia,BE,,native,native,,,,,,,,1872-12-31,2023-07-04,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,,FALSE,,,,
